,user_id,movie_id,rating,timestamp,movie_title,testing
33779,162,1,4,877635819,Toy Story (1995),0
34264,363,1,2,891494563,Toy Story (1995),0
34919,455,1,4,878585685,Toy Story (1995),0
35006,394,1,4,880886855,Toy Story (1995),0
35617,540,1,3,882157126,Toy Story (1995),0
35779,231,1,3,879965704,Toy Story (1995),0
36008,560,1,4,879976449,Toy Story (1995),0
36396,379,1,4,883156176,Toy Story (1995),0
36424,59,1,2,888203053,Toy Story (1995),0
36504,99,1,4,886518459,Toy Story (1995),0
36805,254,1,3,887347350,Toy Story (1995),0
36924,441,1,5,891035468,Toy Story (1995),0
37222,292,1,4,881104147,Toy Story (1995),0
37494,262,1,3,879962366,Toy Story (1995),0
38431,16,1,5,877717833,Toy Story (1995),0
38586,592,1,4,882608021,Toy Story (1995),0
38931,526,1,5,885682562,Toy Story (1995),0
39341,307,1,5,878066938,Toy Story (1995),0
39368,344,1,3,884899372,Toy Story (1995),0
39991,649,1,5,891440235,Toy Story (1995),0
40476,299,1,3,877877535,Toy Story (1995),0
40529,324,1,5,880575412,Toy Story (1995),0
40728,545,1,5,879901359,Toy Story (1995),0
40752,517,1,3,892659892,Toy Story (1995),0
41446,82,1,4,876311241,Toy Story (1995),0
41482,658,1,4,875145614,Toy Story (1995),0
41851,460,1,2,882911203,Toy Story (1995),0
41947,622,1,3,882590344,Toy Story (1995),0
42302,429,1,3,882385785,Toy Story (1995),0
42329,73,1,2,888626065,Toy Story (1995),0
42676,326,1,3,879876159,Toy Story (1995),0
43088,330,1,5,876544432,Toy Story (1995),0
43519,532,1,5,893119335,Toy Story (1995),0
44187,620,1,5,889987954,Toy Story (1995),0
44264,263,1,5,891299207,Toy Story (1995),0
44424,184,1,4,889907652,Toy Story (1995),0
44666,577,1,5,880470282,Toy Story (1995),0
44925,248,1,3,884535744,Toy Story (1995),0
44965,699,1,3,878882272,Toy Story (1995),0
45054,534,1,5,877807718,Toy Story (1995),0
45089,505,1,3,889333414,Toy Story (1995),0
45314,425,1,2,878737873,Toy Story (1995),0
46483,691,1,5,875543346,Toy Story (1995),0
46508,406,1,4,879446107,Toy Story (1995),0
46556,432,1,2,889415983,Toy Story (1995),0
46978,305,1,5,886323153,Toy Story (1995),0
47082,487,1,5,883443504,Toy Story (1995),0
47335,151,1,5,879524151,Toy Story (1995),0
47389,642,1,5,885603565,Toy Story (1995),0
47417,708,1,5,877325375,Toy Story (1995),0
47644,244,1,4,880604405,Toy Story (1995),0
47664,735,1,4,876698796,Toy Story (1995),0
48197,523,1,5,883701763,Toy Story (1995),0
48385,749,1,4,881602577,Toy Story (1995),0
48657,705,1,5,883427101,Toy Story (1995),0
48784,636,1,3,891448229,Toy Story (1995),0
48905,276,1,5,874786568,Toy Story (1995),0
49079,635,1,4,878879283,Toy Story (1995),0
49265,478,1,4,889387931,Toy Story (1995),0
49438,381,1,5,892697394,Toy Story (1995),0
49531,92,1,4,875810511,Toy Story (1995),0
50214,467,1,4,879532459,Toy Story (1995),0
50271,716,1,5,879793192,Toy Story (1995),0
50498,763,1,4,878915559,Toy Story (1995),0
50646,465,1,4,883530054,Toy Story (1995),0
50937,588,1,4,890015684,Toy Story (1995),0
50993,643,1,5,891445287,Toy Story (1995),0
51060,562,1,2,879194894,Toy Story (1995),0
51266,178,1,4,882823805,Toy Story (1995),0
51364,677,1,4,889399229,Toy Story (1995),0
52124,253,1,5,891628467,Toy Story (1995),0
52173,697,1,5,882622481,Toy Story (1995),0
52729,777,1,4,875979431,Toy Story (1995),0
52756,637,1,4,882902924,Toy Story (1995),0
53159,371,1,4,877487440,Toy Story (1995),0
53226,770,1,5,875972219,Toy Story (1995),0
53366,618,1,4,891308063,Toy Story (1995),0
53451,684,1,4,875810928,Toy Story (1995),0
53828,89,1,5,879461219,Toy Story (1995),0
53951,706,1,4,880997324,Toy Story (1995),0
54489,6,1,4,883599478,Toy Story (1995),0
54660,63,1,3,875747368,Toy Story (1995),0
54701,674,1,4,887762799,Toy Story (1995),0
54958,648,1,5,882211109,Toy Story (1995),0
54961,65,1,3,879217290,Toy Story (1995),0
54981,497,1,4,879309955,Toy Story (1995),0
55069,731,1,2,886184421,Toy Story (1995),0
55537,378,1,4,880044251,Toy Story (1995),0
55595,395,1,5,883765062,Toy Story (1995),0
55681,835,1,3,891033420,Toy Story (1995),0
55728,768,1,5,883835025,Toy Story (1995),0
56020,402,1,5,876266860,Toy Story (1995),0
56443,435,1,5,884131712,Toy Story (1995),0
56498,134,1,5,891732756,Toy Story (1995),0
56589,817,1,4,874815835,Toy Story (1995),0
56671,761,1,1,876190094,Toy Story (1995),0
56862,634,1,3,875728872,Toy Story (1995),0
57283,554,1,3,876231938,Toy Story (1995),0
57581,790,1,3,884461306,Toy Story (1995),0
58397,486,1,4,879874870,Toy Story (1995),0
58499,632,1,3,879458692,Toy Story (1995),0
58581,804,1,5,879442661,Toy Story (1995),0
59202,831,1,4,891354573,Toy Story (1995),0
59230,654,1,4,887863557,Toy Story (1995),0
59378,493,1,3,884130416,Toy Story (1995),0
59394,365,1,4,891303999,Toy Story (1995),0
59978,612,1,4,875324876,Toy Story (1995),0
60044,610,1,4,888703157,Toy Story (1995),0
60062,468,1,5,875280395,Toy Story (1995),0
60076,296,1,5,884196689,Toy Story (1995),0
60111,723,1,3,880499050,Toy Story (1995),0
60116,168,1,5,884287509,Toy Story (1995),0
60550,488,1,3,891294896,Toy Story (1995),0
60744,621,1,3,880227233,Toy Story (1995),0
61052,868,1,4,877103320,Toy Story (1995),0
61094,678,1,5,879544882,Toy Story (1995),0
61484,663,1,4,889492679,Toy Story (1995),0
61627,424,1,1,880859493,Toy Story (1995),0
62075,669,1,5,892549412,Toy Story (1995),0
62425,885,1,5,885714990,Toy Story (1995),0
62692,788,1,3,880867970,Toy Story (1995),0
62786,79,1,4,891271870,Toy Story (1995),0
62946,727,1,3,883708660,Toy Story (1995),0
63033,879,1,4,887761865,Toy Story (1995),0
63245,796,1,2,892660251,Toy Story (1995),0
63375,887,1,5,881377972,Toy Story (1995),0
63585,602,1,4,888638547,Toy Story (1995),0
63627,771,1,5,880659449,Toy Story (1995),0
63994,580,1,3,884125243,Toy Story (1995),0
63998,794,1,4,891035864,Toy Story (1995),0
64017,759,1,5,875227798,Toy Story (1995),0
64213,411,1,4,892845604,Toy Story (1995),0
64245,872,1,3,888479151,Toy Story (1995),0
64640,624,1,4,879792581,Toy Story (1995),0
65097,744,1,4,881171926,Toy Story (1995),0
65145,25,1,5,885853415,Toy Story (1995),0
65475,438,1,4,879868096,Toy Story (1995),0
66335,921,1,3,879379601,Toy Story (1995),0
66649,138,1,4,879023031,Toy Story (1995),0
66877,295,1,4,879517580,Toy Story (1995),0
67119,789,1,3,880332089,Toy Story (1995),0
67640,886,1,4,876031433,Toy Story (1995),0
67660,303,1,5,879466966,Toy Story (1995),0
67856,550,1,3,883425913,Toy Story (1995),0
67858,792,1,4,877910822,Toy Story (1995),0
68047,823,1,4,878438206,Toy Story (1995),0
68511,773,1,3,888539232,Toy Story (1995),0
69086,896,1,4,887158579,Toy Story (1995),0
69126,864,1,5,877214125,Toy Story (1995),0
69295,715,1,5,875961843,Toy Story (1995),0
70774,742,1,4,881335281,Toy Story (1995),0
71089,830,1,4,891560596,Toy Story (1995),0
71193,518,1,4,876823143,Toy Story (1995),0
71235,293,1,2,888904861,Toy Story (1995),0
71269,463,1,1,890453075,Toy Story (1995),0
71313,630,1,4,885666779,Toy Story (1995),0
71613,929,1,3,878402162,Toy Story (1995),0
72694,924,1,5,884371535,Toy Story (1995),0
73104,210,1,5,887731052,Toy Story (1995),0
73484,660,1,3,891406276,Toy Story (1995),0
73532,698,1,4,886366815,Toy Story (1995),0
74221,805,1,4,881695527,Toy Story (1995),0
74324,58,1,5,884304483,Toy Story (1995),0
75000,549,1,5,881672182,Toy Story (1995),0
75084,751,1,3,889132162,Toy Story (1995),0
76042,609,1,1,886896185,Toy Story (1995),0
76324,903,1,3,891031280,Toy Story (1995),0
77390,72,1,4,880035614,Toy Story (1995),0
77880,826,1,4,885690250,Toy Story (1995),0
77895,314,1,5,877886317,Toy Story (1995),0
78927,933,1,3,874854294,Toy Story (1995),0
79041,387,1,4,886480681,Toy Story (1995),0
79242,108,1,4,879879720,Toy Story (1995),0
79734,553,1,3,879949153,Toy Story (1995),0
79787,182,1,4,885613092,Toy Story (1995),0
80268,919,1,4,875289321,Toy Story (1995),0
80527,403,1,4,879785974,Toy Story (1995),0
80659,661,1,5,876016545,Toy Story (1995),0
81235,815,1,5,878691975,Toy Story (1995),0
82403,124,1,3,890287733,Toy Story (1995),0
82781,882,1,5,879864558,Toy Story (1995),0
83124,542,1,4,886532534,Toy Story (1995),0
83275,852,1,4,891036457,Toy Story (1995),0
83283,399,1,4,882340657,Toy Story (1995),0
83385,294,1,5,877819634,Toy Story (1995),0
83947,277,1,4,879544145,Toy Story (1995),0
83998,690,1,4,881179631,Toy Story (1995),0
84385,537,1,2,886029889,Toy Story (1995),0
84752,412,1,4,879716962,Toy Story (1995),0
85088,653,1,4,878855383,Toy Story (1995),0
85337,847,1,3,878775523,Toy Story (1995),0
85936,201,1,3,884113635,Toy Story (1995),0
86096,606,1,5,878148365,Toy Story (1995),0
86550,881,1,4,876535796,Toy Story (1995),0
86648,769,1,4,885423720,Toy Story (1995),0
87368,918,1,3,891987059,Toy Story (1995),0
87424,576,1,4,886985079,Toy Story (1995),0
87454,680,1,4,876816224,Toy Story (1995),0
87562,536,1,5,882318394,Toy Story (1995),0
88030,57,1,5,883698581,Toy Story (1995),0
88046,393,1,3,887743611,Toy Story (1995),0
88184,521,1,2,884475825,Toy Story (1995),0
88234,745,1,2,880122809,Toy Story (1995),0
88924,867,1,4,880078521,Toy Story (1995),0
89081,419,1,4,879435590,Toy Story (1995),0
89337,922,1,5,891448551,Toy Story (1995),0
89844,894,1,4,880416286,Toy Story (1995),0
90083,599,1,4,880951657,Toy Story (1995),0
90159,910,1,4,880822060,Toy Story (1995),0
90293,829,1,4,891990554,Toy Story (1995),0
90918,795,1,4,883767204,Toy Story (1995),0
90975,843,1,3,879446186,Toy Story (1995),0
91211,102,1,3,883748352,Toy Story (1995),0
91434,757,1,4,888443974,Toy Story (1995),0
92016,899,1,3,884120105,Toy Story (1995),0
92115,730,1,4,880310285,Toy Story (1995),0
92122,121,1,4,891388475,Toy Story (1995),0
92699,936,1,4,886832453,Toy Story (1995),0
93565,793,1,4,875104091,Toy Story (1995),0
93639,767,1,5,891462829,Toy Story (1995),0
94077,934,1,2,891225958,Toy Story (1995),0
94634,822,1,4,891037291,Toy Story (1995),0
94646,689,1,3,876676211,Toy Story (1995),0
94920,935,1,3,884472064,Toy Story (1995),0
95017,495,1,4,888632943,Toy Story (1995),0
95180,892,1,5,886608185,Toy Story (1995),0
95282,701,1,4,891447139,Toy Story (1995),0
95632,721,1,5,877137877,Toy Story (1995),0
96322,927,1,5,879191524,Toy Story (1995),0
96390,552,1,3,879221716,Toy Story (1995),0
96877,923,1,3,880387306,Toy Story (1995),0
97002,692,1,4,876953340,Toy Story (1995),0
97576,917,1,3,882910888,Toy Story (1995),0
97629,21,1,5,874951244,Toy Story (1995),0
97692,902,1,5,879465583,Toy Story (1995),0
97778,748,1,4,879455040,Toy Story (1995),0
97859,938,1,4,891356314,Toy Story (1995),0
98518,941,1,5,875049144,Toy Story (1995),0
99263,265,1,5,875320247,Toy Story (1995),0
99284,709,1,4,879847730,Toy Story (1995),0
99361,445,1,3,891199749,Toy Story (1995),0
99375,398,1,5,875652927,Toy Story (1995),0
99389,682,1,4,888523054,Toy Story (1995),0
99425,895,1,4,879437950,Toy Story (1995),0
99447,747,1,5,888639138,Toy Story (1995),0
99633,786,1,4,882841828,Toy Story (1995),0
99943,593,1,3,875659150,Toy Story (1995),0
266,268,2,2,875744173,GoldenEye (1995),0
744,217,2,3,889069782,GoldenEye (1995),0
1922,87,2,4,879876074,GoldenEye (1995),0
3239,250,2,4,878090414,GoldenEye (1995),0
3624,201,2,2,884112487,GoldenEye (1995),0
4223,64,2,3,889737609,GoldenEye (1995),0
4472,13,2,3,882397650,GoldenEye (1995),0
7657,95,2,2,888955909,GoldenEye (1995),0
8498,213,2,4,878955914,GoldenEye (1995),0
8876,293,2,3,888907101,GoldenEye (1995),0
10497,193,2,3,890860198,GoldenEye (1995),0
10781,363,2,4,891495809,GoldenEye (1995),0
12052,200,2,4,884130046,GoldenEye (1995),0
13074,207,2,3,877822770,GoldenEye (1995),0
15550,393,2,4,887746206,GoldenEye (1995),0
17013,222,2,3,878183837,GoldenEye (1995),0
17527,301,2,2,882076587,GoldenEye (1995),0
18086,379,2,3,880525540,GoldenEye (1995),0
19617,92,2,3,875653699,GoldenEye (1995),0
19994,450,2,4,882474001,GoldenEye (1995),0
20160,303,2,3,879467191,GoldenEye (1995),0
20994,178,2,4,882827375,GoldenEye (1995),0
21007,83,2,4,881971771,GoldenEye (1995),0
21584,407,2,4,875553509,GoldenEye (1995),0
22437,327,2,2,887820385,GoldenEye (1995),0
23173,1,2,3,876893171,GoldenEye (1995),0
23194,325,2,1,891478772,GoldenEye (1995),0
24794,455,2,4,879111786,GoldenEye (1995),0
24822,30,2,3,875061066,GoldenEye (1995),0
24996,320,2,4,884749281,GoldenEye (1995),0
26512,466,2,1,890284819,GoldenEye (1995),0
29635,346,2,5,875263473,GoldenEye (1995),0
34786,197,2,3,891409981,GoldenEye (1995),0
34931,72,2,3,880037376,GoldenEye (1995),0
35038,110,2,3,886988536,GoldenEye (1995),0
35268,600,2,3,888451908,GoldenEye (1995),0
35444,622,2,4,882671363,GoldenEye (1995),0
36603,618,2,2,891309091,GoldenEye (1995),0
37742,495,2,2,888635595,GoldenEye (1995),0
38065,497,2,1,879310883,GoldenEye (1995),0
38980,429,2,3,882387599,GoldenEye (1995),0
40485,280,2,3,891701278,GoldenEye (1995),0
40736,398,2,3,875718614,GoldenEye (1995),0
43537,660,2,2,891201151,GoldenEye (1995),0
45572,653,2,1,880151839,GoldenEye (1995),0
45638,378,2,2,880333851,GoldenEye (1995),0
47905,374,2,4,880939035,GoldenEye (1995),0
49749,22,2,2,878887925,GoldenEye (1995),0
50200,425,2,2,878738757,GoldenEye (1995),0
50417,487,2,3,883531122,GoldenEye (1995),0
51778,705,2,3,883428058,GoldenEye (1995),0
53059,472,2,5,892790676,GoldenEye (1995),0
53628,416,2,4,886317115,GoldenEye (1995),0
54361,561,2,3,885809752,GoldenEye (1995),0
54543,292,2,4,881105778,GoldenEye (1995),0
56029,305,2,2,886324580,GoldenEye (1995),0
56066,521,2,3,886063310,GoldenEye (1995),0
59221,249,2,3,879641284,GoldenEye (1995),0
59995,727,2,4,883711874,GoldenEye (1995),0
61665,796,2,5,893048377,GoldenEye (1995),0
62095,774,2,1,888557383,GoldenEye (1995),0
63425,271,2,1,885849386,GoldenEye (1995),0
65130,566,2,5,881650739,GoldenEye (1995),0
65217,627,2,3,879531352,GoldenEye (1995),0
65627,751,2,4,889298116,GoldenEye (1995),0
66085,642,2,4,885606787,GoldenEye (1995),0
66794,899,2,3,884122563,GoldenEye (1995),0
66910,484,2,4,891195391,GoldenEye (1995),0
67094,830,2,3,891561806,GoldenEye (1995),0
67578,864,2,4,888889657,GoldenEye (1995),0
68573,806,2,3,882389862,GoldenEye (1995),0
69787,385,2,3,879446786,GoldenEye (1995),0
70304,655,2,3,888474138,GoldenEye (1995),0
71550,648,2,4,884882742,GoldenEye (1995),0
72693,435,2,4,884132619,GoldenEye (1995),0
73248,916,2,3,880845391,GoldenEye (1995),0
74662,738,2,3,875351530,GoldenEye (1995),0
76238,715,2,3,875964926,GoldenEye (1995),0
76392,506,2,4,874874850,GoldenEye (1995),0
77076,880,2,3,880167732,GoldenEye (1995),0
77441,934,2,4,891192087,GoldenEye (1995),0
77820,621,2,3,880739909,GoldenEye (1995),0
78047,279,2,4,875313311,GoldenEye (1995),0
80572,686,2,3,879546443,GoldenEye (1995),0
81038,643,2,3,891448218,GoldenEye (1995),0
82130,640,2,4,874778568,GoldenEye (1995),0
82417,790,2,3,885156988,GoldenEye (1995),0
84793,804,2,4,879445493,GoldenEye (1995),0
84819,42,2,5,881109271,GoldenEye (1995),0
84914,532,2,5,893119336,GoldenEye (1995),0
84938,892,2,4,886609006,GoldenEye (1995),0
85004,924,2,3,886759997,GoldenEye (1995),0
86048,102,2,2,888801522,GoldenEye (1995),0
86212,844,2,4,877387933,GoldenEye (1995),0
87964,632,2,4,879459505,GoldenEye (1995),0
88866,671,2,4,884035892,GoldenEye (1995),0
92780,267,2,3,878972463,GoldenEye (1995),0
94133,826,2,3,885690713,GoldenEye (1995),0
94322,650,2,3,891381709,GoldenEye (1995),0
96267,795,2,3,883252599,GoldenEye (1995),0
97275,442,2,3,883390544,GoldenEye (1995),0
97391,868,2,2,877112290,GoldenEye (1995),0
97684,815,2,3,878696355,GoldenEye (1995),0
97689,798,2,4,875743787,GoldenEye (1995),0
99956,889,2,3,880182460,GoldenEye (1995),0
304,181,3,2,878963441,Four Rooms (1995),0
2509,81,3,4,876592546,Four Rooms (1995),0
3095,160,3,3,876770124,Four Rooms (1995),0
6730,130,3,5,876250897,Four Rooms (1995),0
6821,49,3,3,888068877,Four Rooms (1995),0
7905,320,3,4,884748978,Four Rooms (1995),0
13237,95,3,1,879193881,Four Rooms (1995),0
13500,99,3,3,885679237,Four Rooms (1995),0
13600,267,3,4,878970901,Four Rooms (1995),0
14238,417,3,4,879646344,Four Rooms (1995),0
17625,62,3,3,879372325,Four Rooms (1995),0
18038,221,3,4,875244901,Four Rooms (1995),0
22808,463,3,2,877386083,Four Rooms (1995),0
22946,456,3,4,881371660,Four Rooms (1995),0
23002,293,3,2,888905399,Four Rooms (1995),0
24094,393,3,3,887745293,Four Rooms (1995),0
24358,406,3,3,879540228,Four Rooms (1995),0
24755,59,3,4,888203814,Four Rooms (1995),0
26328,486,3,2,879875347,Four Rooms (1995),0
26395,303,3,3,879485184,Four Rooms (1995),0
30558,500,3,4,883865786,Four Rooms (1995),0
30683,537,3,2,886030317,Four Rooms (1995),0
30982,497,3,4,879309715,Four Rooms (1995),0
31186,523,3,4,883702474,Four Rooms (1995),0
31894,244,3,5,880602451,Four Rooms (1995),0
32283,429,3,2,882386785,Four Rooms (1995),0
32331,569,3,1,879795551,Four Rooms (1995),0
33371,82,3,2,878768765,Four Rooms (1995),0
33436,301,3,2,882075082,Four Rooms (1995),0
37490,487,3,5,883444583,Four Rooms (1995),0
39256,343,3,4,876406256,Four Rooms (1995),0
39754,269,3,3,891446722,Four Rooms (1995),0
42011,432,3,3,889416260,Four Rooms (1995),0
44097,582,3,3,882961723,Four Rooms (1995),0
44597,435,3,3,884133911,Four Rooms (1995),0
47483,342,3,2,875318606,Four Rooms (1995),0
49437,682,3,3,888519113,Four Rooms (1995),0
49711,534,3,4,877808031,Four Rooms (1995),0
50192,346,3,3,875265392,Four Rooms (1995),0
52957,747,3,2,888733567,Four Rooms (1995),0
54336,276,3,3,874786924,Four Rooms (1995),0
54684,806,3,2,882385916,Four Rooms (1995),0
57197,268,3,1,875743161,Four Rooms (1995),0
58439,756,3,1,874829174,Four Rooms (1995),0
60022,450,3,4,882398220,Four Rooms (1995),0
60335,336,3,1,877758935,Four Rooms (1995),0
61153,606,3,5,880922084,Four Rooms (1995),0
63795,886,3,3,876032330,Four Rooms (1995),0
63886,795,3,2,880561783,Four Rooms (1995),0
64642,63,3,2,875748068,Four Rooms (1995),0
65538,561,3,3,885810390,Four Rooms (1995),0
66415,595,3,4,886922069,Four Rooms (1995),0
66699,854,3,1,882813047,Four Rooms (1995),0
71038,660,3,1,891405958,Four Rooms (1995),0
71542,654,3,3,887864071,Four Rooms (1995),0
72929,923,3,4,880387707,Four Rooms (1995),0
74585,586,3,5,884068767,Four Rooms (1995),0
75316,207,3,2,877846284,Four Rooms (1995),0
79090,663,3,4,889492614,Four Rooms (1995),0
83309,1,3,4,878542960,Four Rooms (1995),0
85481,624,3,3,879793436,Four Rooms (1995),0
89192,621,3,5,881444887,Four Rooms (1995),0
89762,216,3,4,880233061,Four Rooms (1995),0
90950,793,3,4,875104592,Four Rooms (1995),0
91180,936,3,4,886833148,Four Rooms (1995),0
91583,889,3,4,880177664,Four Rooms (1995),0
93832,580,3,5,884125916,Four Rooms (1995),0
94514,622,3,1,882672922,Four Rooms (1995),0
95509,916,3,3,880843838,Four Rooms (1995),0
96986,917,3,1,882911567,Four Rooms (1995),0
97914,699,3,3,879147917,Four Rooms (1995),0
98258,910,3,2,881421019,Four Rooms (1995),0
50,99,4,5,886519097,Get Shorty (1995),0
172,19,4,4,885412840,Get Shorty (1995),0
2011,194,4,4,879521397,Get Shorty (1995),0
2075,207,4,4,876198457,Get Shorty (1995),0
3203,62,4,4,879374640,Get Shorty (1995),0
3918,295,4,4,879518568,Get Shorty (1995),0
4122,201,4,4,884111830,Get Shorty (1995),0
4619,10,4,4,877889130,Get Shorty (1995),0
5099,328,4,3,885047895,Get Shorty (1995),0
5336,109,4,2,880572756,Get Shorty (1995),0
5692,334,4,3,891548345,Get Shorty (1995),0
5751,77,4,3,884752721,Get Shorty (1995),0
6825,346,4,4,874948105,Get Shorty (1995),0
7700,160,4,4,876861754,Get Shorty (1995),0
8539,291,4,4,874835062,Get Shorty (1995),0
8775,279,4,4,875296461,Get Shorty (1995),0
8972,130,4,2,875801778,Get Shorty (1995),0
9417,264,4,4,886123656,Get Shorty (1995),0
10180,378,4,3,880045612,Get Shorty (1995),0
10744,276,4,4,874791623,Get Shorty (1995),0
11123,216,4,5,880234469,Get Shorty (1995),0
12295,342,4,4,874984395,Get Shorty (1995),0
13746,256,4,5,882164525,Get Shorty (1995),0
14311,280,4,3,891700733,Get Shorty (1995),0
14851,320,4,3,884749306,Get Shorty (1995),0
17105,221,4,3,875245462,Get Shorty (1995),0
17370,412,4,3,879717253,Get Shorty (1995),0
17536,218,4,3,877488546,Get Shorty (1995),0
18356,435,4,4,884132146,Get Shorty (1995),0
18828,389,4,4,879991352,Get Shorty (1995),0
18882,379,4,5,880525598,Get Shorty (1995),0
18920,64,4,3,889739138,Get Shorty (1995),0
19116,87,4,5,879876524,Get Shorty (1995),0
21011,13,4,5,882141306,Get Shorty (1995),0
