,user_id,movie_id,y_true,y_pred_naive,y_pred_average,y_pred_euc_sim,y_pred_cosine_sim
59,764,1,4,3,3.8947368421052633,3.88175147064285,3.9276176771990605
60,665,1,4,3,3.8947368421052633,3.8785872409187094,3.898742030863437
61,251,1,4,3,3.8947368421052633,3.8751255449028337,3.9013674162773286
62,785,1,4,3,3.8947368421052633,3.867300768095924,3.908733767870399
63,703,1,4,3,3.8947368421052633,3.873140759351854,3.9146278511434853
64,916,1,4,3,3.8947368421052633,3.885854630872761,3.899325409247172
65,389,1,4,3,3.8947368421052633,3.8864244974647315,3.910916450236405
66,854,1,3,3,3.8947368421052633,3.8778676818027167,3.8697646562627717
67,331,1,1,3,3.8947368421052633,3.873154772966663,3.8701034681838262
68,890,1,4,3,3.8947368421052633,3.8783413943914775,3.895715836607486
69,779,1,4,3,3.8947368421052633,3.8713581633260246,3.929818478012764
70,605,1,4,3,3.8947368421052633,3.8754351543149808,3.8891509635844974
71,870,1,5,3,3.8947368421052633,3.8822754110121123,3.8853436260458367
72,838,1,5,3,3.8947368421052633,3.879009158439347,3.908943925885572
73,664,1,4,3,3.8947368421052633,3.8816700602457783,3.89724774758267
74,889,1,3,3,3.8947368421052633,3.8854192166473203,3.8983090096014417
75,726,1,4,3,3.8947368421052633,3.8676305071886006,3.9222811591067783
76,70,1,4,3,3.8947368421052633,3.887167234951631,3.959820670665764
77,738,1,5,3,3.8947368421052633,3.885082213564511,3.927093536850244
78,901,1,5,3,3.8947368421052633,3.8850282260206987,3.9372307607734647
79,930,1,3,3,3.8947368421052633,3.870873634644571,3.900338658433999
80,548,1,4,3,3.8947368421052633,3.878177066314152,3.878205539723295
81,457,1,4,3,3.8947368421052633,3.890158999499224,3.911562700840006
82,806,1,4,3,3.8947368421052633,3.880750545963956,3.899605590988885
83,839,1,4,3,3.8947368421052633,3.869166236865379,3.8702924924409468
84,582,1,4,3,3.8947368421052633,3.8705637562222095,3.8919120638844515
85,880,1,4,3,3.8947368421052633,3.89024098160944,3.918807478782163
86,434,1,4,3,3.8947368421052633,3.8704720269936805,3.8955993239227826
87,865,1,1,3,3.8947368421052633,3.8683575921697293,3.8877704826145325
88,932,1,4,3,3.8947368421052633,3.883420881598676,3.884643596344352
89,907,1,5,3,3.8947368421052633,3.8849010013433922,3.9073653626064964
90,800,1,4,3,3.8947368421052633,3.8693471527136847,3.9214739132462237
91,5,2,3,3,3.1809523809523808,3.151493812468656,3.1653171147765855
92,276,2,4,3,3.1809523809523808,3.17117898258546,3.1790313375218946
93,373,2,4,3,3.1809523809523808,3.1639197272361157,3.182958327782684
94,256,2,5,3,3.1809523809523808,3.1744649180244227,3.240684293286546
95,399,2,3,3,3.1809523809523808,3.164870004474609,3.196929872235389
96,387,2,4,3,3.1809523809523808,3.1556881828398176,3.1380506519401035
97,405,2,1,3,3.1809523809523808,3.1648780563611316,3.1838886134172952
98,536,2,4,3,3.1809523809523808,3.163508512769935,3.2010928570338995
99,551,2,2,3,3.1809523809523808,3.171012084386542,3.1861536876872276
100,130,2,4,3,3.1809523809523808,3.175983046961568,3.2070606977177976
101,749,2,4,3,3.1809523809523808,3.168051989832793,3.1883307210078886
102,757,2,3,3,3.1809523809523808,3.156788979030622,3.182003713597379
103,709,2,4,3,3.1809523809523808,3.1550195111569086,3.1816172526626807
104,773,2,3,3,3.1809523809523808,3.1463917349638812,3.110327355982317
105,543,2,3,3,3.1809523809523808,3.1554991187569144,3.1541226555347635
106,846,2,5,3,3.1809523809523808,3.168281777368411,3.1710233015217124
107,682,2,3,3,3.1809523809523808,3.1686306314197736,3.1901880541700667
108,870,2,2,3,3.1809523809523808,3.1570371156326535,3.153065900602727
109,746,2,3,3,3.1809523809523808,3.148763783084408,3.182933575643982
110,764,2,3,3,3.1809523809523808,3.161985000276334,3.216918368124398
111,943,2,5,3,3.1809523809523808,3.1578037004168706,3.1828143815956182
112,896,2,3,3,3.1809523809523808,3.1631318560003803,3.174733431872366
113,234,2,2,3,3.1809523809523808,3.1627015104802845,3.1601328231376367
114,49,2,1,3,3.1809523809523808,3.153632727699639,3.15379867207483
115,807,2,4,3,3.1809523809523808,3.165927691117357,3.1958810421402823
116,886,2,4,3,3.1809523809523808,3.1558148200448044,3.1549062589870163
117,157,3,3,3,3.0277777777777777,2.987819861195349,3.0048164329539797
118,145,3,3,3,3.0277777777777777,3.0182711590572318,3.071572137041053
119,246,3,2,3,3.0277777777777777,3.007445637081861,3.072665141196539
120,459,3,2,3,3.0277777777777777,3.007004727547508,3.0822850447190913
121,43,3,2,3,3.0277777777777777,3.0068343735013174,3.0121637869416924
122,472,3,5,3,3.0277777777777777,3.021005669283858,3.076996476609545
123,453,3,4,3,3.0277777777777777,3.0124097266853407,3.0923435965647528
124,104,3,3,3,3.0277777777777777,2.9884930672824237,2.9996598594361807
125,551,3,5,3,3.0277777777777777,3.025423638372704,3.073111745339098
126,548,3,1,3,3.0277777777777777,3.005576038636337,3.0462597029003833
127,291,3,3,3,3.0277777777777777,3.020632849306126,3.074586426960792
128,751,3,3,3,3.0277777777777777,2.998797704393764,2.998350379935101
129,714,3,5,3,3.0277777777777777,3.0008997247533387,3.097332327392444
130,280,3,2,3,3.0277777777777777,3.0135378865415263,3.050756600195382
131,286,3,2,3,3.0277777777777777,3.0095579672232446,3.0150335678647875
132,592,3,4,3,3.0277777777777777,3.0136218334067006,3.0119770931663243
133,859,3,5,3,3.0277777777777777,2.9877776938728435,3.0212426943866033
134,880,3,1,3,3.0277777777777777,3.0252341404016287,3.079524849960599
135,308,4,5,3,3.572289156626506,3.5690077278868126,3.6078383598007235
136,222,4,3,3,3.572289156626506,3.556890802259016,3.577415299057633
137,385,4,2,3,3.572289156626506,3.5557148851576432,3.5974716050546998
138,352,4,3,3,3.572289156626506,3.5324595741080977,3.5841200347353395
139,312,4,3,3,3.572289156626506,3.5591449357131557,3.592648249678569
140,398,4,2,3,3.572289156626506,3.552998510530043,3.5995230034784225
141,407,4,4,3,3.572289156626506,3.5568589861163793,3.5975996923598217
142,559,4,4,3,3.572289156626506,3.536759484909474,3.5740920922949875
143,92,4,4,3,3.572289156626506,3.5614775281258413,3.5893460172656977
144,621,4,4,3,3.572289156626506,3.547482842760942,3.577396084485778
145,450,4,3,3,3.572289156626506,3.5704352100373478,3.5911373780601994
146,393,4,4,3,3.572289156626506,3.5626343794760467,3.598165246259287
147,249,4,4,3,3.572289156626506,3.5520554278099303,3.581631132912636
148,577,4,4,3,3.572289156626506,3.550849494934797,3.5787365988302833
149,411,4,4,3,3.572289156626506,3.5347560655445904,3.5802245602103566
150,219,4,4,3,3.572289156626506,3.5318784743307106,3.5828378554361606
151,12,4,5,3,3.572289156626506,3.5364014860384,3.5803661781241396
152,527,4,2,3,3.572289156626506,3.550455020598946,3.5939530480642907
153,650,4,3,3,3.572289156626506,3.557119509486435,3.593432869723222
154,648,4,1,3,3.572289156626506,3.5559441110839094,3.5804759182723744
155,709,4,3,3,3.572289156626506,3.544480575087759,3.5772176367036965
156,716,4,2,3,3.572289156626506,3.559912796861243,3.584059346843671
157,771,4,1,3,3.572289156626506,3.5374312435218096,3.583752576541791
158,301,4,4,3,3.572289156626506,3.556692080106497,3.580359683935063
159,151,4,5,3,3.572289156626506,3.566268040132826,3.600498558636063
160,1,4,3,3,3.572289156626506,3.5598321495384315,3.593287910041422
161,299,4,3,3,3.572289156626506,3.5597216276212893,3.6120014678572225
162,561,4,3,3,3.572289156626506,3.558115777172836,3.5909617177795132
163,374,4,2,3,3.572289156626506,3.555275304210212,3.5819833345426457
164,303,4,4,3,3.572289156626506,3.565441969804578,3.5871120780549544
165,846,4,5,3,3.572289156626506,3.565370299462825,3.5928928793737223
166,715,4,4,3,3.572289156626506,3.5504950101374155,3.592005103914938
167,347,4,4,3,3.572289156626506,3.553078760530566,3.582747559073433
168,484,4,4,3,3.572289156626506,3.548162968098314,3.5784857485114947
169,823,4,5,3,3.572289156626506,3.5564030625159573,3.5900807893548037
170,253,4,4,3,3.572289156626506,3.543000991277861,3.5773242893343955
171,416,4,4,3,3.572289156626506,3.567868632836857,3.589928989561151
172,748,4,4,3,3.572289156626506,3.54450866926147,3.600067619548967
173,158,4,4,3,3.572289156626506,3.5529813921691877,3.5858814501060214
174,551,4,2,3,3.572289156626506,3.562692930248927,3.5881677755376202
175,851,4,5,3,3.572289156626506,3.549998300182865,3.5704887296672854
176,826,4,4,3,3.572289156626506,3.5417657366487165,3.566023836998758
177,655,4,2,3,3.572289156626506,3.562972632318973,3.5880351189537865
178,344,5,3,3,3.318840579710145,3.3183175230121824,3.319746387061452
179,276,5,3,3,3.318840579710145,3.3101526935691927,3.281717865977126
180,291,5,5,3,3.318840579710145,3.31931875318012,3.319013269687086
181,207,5,3,3,3.318840579710145,3.3123244499782394,3.28741357521368
182,13,5,1,3,3.318840579710145,3.3071129050020254,3.2591712002154973
183,378,5,3,3,3.318840579710145,3.3248563174336185,3.34662243493583
184,648,5,4,3,3.318840579710145,3.3179236336226627,3.3169639753902653
185,1,5,3,3,3.318840579710145,3.308795577549335,3.2707594842785754
186,372,5,4,3,3.318840579710145,3.3094188832357823,3.274825008013624
187,671,5,2,3,3.318840579710145,3.3204369194220162,3.3438648307729664
188,422,5,3,3,3.318840579710145,3.3067743241992438,3.2373704901852536
189,763,5,4,3,3.318840579710145,3.3148833526778914,3.301927851718424
190,368,5,3,3,3.318840579710145,3.3056485697814915,3.252206027464541
191,886,5,3,3,3.318840579710145,3.3094034874088627,3.274160728398853
192,892,5,4,3,3.318840579710145,3.314163489002554,3.294691711272552
193,916,5,3,3,3.318840579710145,3.3104993393835875,3.280202082230614
194,864,5,4,3,3.318840579710145,3.3237384804935908,3.340587835040316
195,1,6,5,3,3.761904761904762,3.7604478128499275,3.697807106217615
196,198,6,2,3,3.761904761904762,3.7712566112290835,3.739413469528794
197,181,6,1,3,3.761904761904762,3.79444528933553,3.828538833910367
198,537,6,2,3,3.761904761904762,3.769679576195243,3.7376607357313256
199,870,6,4,3,3.761904761904762,3.771292528330481,3.754542305903362
200,10,7,4,3,3.7603833865814695,3.7444754172379087,3.7919207533081507
201,244,7,4,3,3.7603833865814695,3.7475897881379905,3.8151720848251003
202,286,7,4,3,3.7603833865814695,3.7512270884292493,3.8172180704734378
203,26,7,3,3,3.7603833865814695,3.720688387957851,3.7570299286494335
204,97,7,5,3,3.7603833865814695,3.733964021474597,3.8560636722535833
205,200,7,4,3,3.7603833865814695,3.7485383725551853,3.8110719802200403
206,168,7,1,3,3.7603833865814695,3.7190192119541985,3.7341527956006955
207,268,7,4,3,3.7603833865814695,3.7524416644447403,3.8330420158671905
208,8,7,3,3,3.7603833865814695,3.7267731384302616,3.8087495506106417
209,95,7,5,3,3.7603833865814695,3.7475666793810953,3.803801167672345
210,386,7,3,3,3.7603833865814695,3.711286665990049,3.749634561016324
211,328,7,4,3,3.7603833865814695,3.746181011120858,3.781145283946955
212,16,7,5,3,3.7603833865814695,3.7427518115748377,3.7935785495698737
213,94,7,4,3,3.7603833865814695,3.756788957834788,3.8077790123412303
214,262,7,4,3,3.7603833865814695,3.7327364623900516,3.8020330771323745
215,115,7,5,3,3.7603833865814695,3.7330182216236616,3.7913382630793753
216,54,7,4,3,3.7603833865814695,3.7206683766950936,3.74538957365353
217,96,7,5,3,3.7603833865814695,3.7247295393166544,3.7872969602115356
218,118,7,5,3,3.7603833865814695,3.732579629190421,3.825674920882566
219,76,7,4,3,3.7603833865814695,3.728371701844156,3.8052395642320094
220,363,7,3,3,3.7603833865814695,3.748907933713264,3.8120492799139343
221,526,7,4,3,3.7603833865814695,3.7176382084274766,3.7505066551625927
222,348,7,4,3,3.7603833865814695,3.719531011842177,3.7484998364412325
223,342,7,4,3,3.7603833865814695,3.7400650012057373,3.785358376793152
224,561,7,5,3,3.7603833865814695,3.74924512726466,3.8111312600253227
225,467,7,5,3,3.7603833865814695,3.7150925107140598,3.7594520151176103
226,537,7,4,3,3.7603833865814695,3.7490011349670644,3.789221300052423
227,486,7,5,3,3.7603833865814695,3.730675676062553,3.7358689062165666
228,416,7,4,3,3.7603833865814695,3.7570340562386004,3.7846932778237106
229,555,7,4,3,3.7603833865814695,3.7225479246317215,3.768272857977553
230,21,7,5,3,3.7603833865814695,3.7281629247355115,3.762869547637196
231,606,7,4,3,3.7603833865814695,3.750060702298503,3.799463763421308
232,101,7,3,3,3.7603833865814695,3.714667307573782,3.7461379649186557
233,650,7,4,3,3.7603833865814695,3.748985179100672,3.8171613433889213
234,490,7,3,3,3.7603833865814695,3.7150220107118224,3.770835117692335
235,583,7,5,3,3.7603833865814695,3.7176043381207675,3.83260627633409
236,264,7,5,3,3.7603833865814695,3.738351965071483,3.8151919960738474
237,367,7,5,3,3.7603833865814695,3.723803024999595,3.789844986947829
238,343,7,5,3,3.7603833865814695,3.7486113162493226,3.7926621685474404
239,678,7,4,3,3.7603833865814695,3.709083092112136,3.7304752872288756
240,514,7,5,3,3.7603833865814695,3.7485450211602895,3.820386520573194
241,758,7,5,3,3.7603833865814695,3.7537917556210982,3.7947202799501474
242,429,7,2,3,3.7603833865814695,3.755644142667948,3.7991194894938887
243,176,7,5,3,3.7603833865814695,3.7213382447462764,3.749606252045404
244,470,7,3,3,3.7603833865814695,3.7172992066968757,3.7514534380983884
245,393,7,4,3,3.7603833865814695,3.7528400316582324,3.8032660601484145
246,689,7,5,3,3.7603833865814695,3.7127835156254667,3.745933430974054
247,714,7,4,3,3.7603833865814695,3.7143321185648808,3.7475930861584215
248,468,7,3,3,3.7603833865814695,3.7391124186926743,3.7843626803780652
249,825,7,5,3,3.7603833865814695,3.736116151996058,3.7655442146590574
250,815,7,4,3,3.7603833865814695,3.7454287410612124,3.820639854630834
251,889,7,3,3,3.7603833865814695,3.750127919276462,3.8020524033944483
252,637,7,1,3,3.7603833865814695,3.716849674231706,3.742936486372969
253,604,7,4,3,3.7603833865814695,3.7108454208422774,3.7277042587889153
254,788,7,4,3,3.7603833865814695,3.7423822929805604,3.7856004934952328
255,697,7,5,3,3.7603833865814695,3.7296928014731163,3.752802742799321
256,666,7,4,3,3.7603833865814695,3.744501244124349,3.7853952549805268
257,840,7,4,3,3.7603833865814695,3.74574871609867,3.7998660737280026
258,709,7,3,3,3.7603833865814695,3.73637621994383,3.805051263520862
259,213,7,4,3,3.7603833865814695,3.7397668399979893,3.7918414464548507
260,500,7,5,3,3.7603833865814695,3.74235044026498,3.7925038568516176
261,308,7,4,3,3.7603833865814695,3.753898015753661,3.793139282211348
262,779,7,3,3,3.7603833865814695,3.7148159039366684,3.756252137952296
263,795,7,5,3,3.7603833865814695,3.738536066055774,3.845899312387274
264,699,7,2,3,3.7603833865814695,3.730423922955513,3.7608641788650035
265,843,7,5,3,3.7603833865814695,3.7370122448177843,3.823850749970899
266,612,7,3,3,3.7603833865814695,3.710648591953401,3.731946805729379
267,614,7,2,3,3.7603833865814695,3.7121032740829487,3.7447839045846854
268,24,7,4,3,3.7603833865814695,3.72622449862906,3.773847062470065
269,62,7,4,3,3.7603833865814695,3.74468454689726,3.795980550472889
270,25,7,4,3,3.7603833865814695,3.7329921667529313,3.8205121707547023
271,903,7,2,3,3.7603833865814695,3.732126868728271,3.762383733739406
272,671,7,5,3,3.7603833865814695,3.7351895572722555,3.7954204188951564
273,882,7,4,3,3.7603833865814695,3.7400939820738803,3.8054715069751412
274,933,7,4,3,3.7603833865814695,3.7332552292300685,3.805051892882885
275,890,7,4,3,3.7603833865814695,3.7347815932674973,3.797539208354971
276,936,7,4,3,3.7603833865814695,3.735164992505746,3.7641743165639356
277,669,7,3,3,3.7603833865814695,3.7271237347254713,3.77920249097898
278,588,7,3,3,3.7603833865814695,3.7469638008411206,3.808843323621529
279,271,8,4,3,3.9885057471264367,3.976108950316813,3.995279625702389
280,315,8,3,3,3.9885057471264367,3.9632308903426248,3.984117326981132
281,58,8,4,3,3.9885057471264367,3.971248908030995,4.002983616180964
282,215,8,2,3,3.9885057471264367,3.9614409635534082,3.9729366037573968
283,379,8,5,3,3.9885057471264367,3.970210402224909,3.9806162135023433
284,207,8,3,3,3.9885057471264367,3.9642057374962256,3.961813108107315
285,87,8,5,3,3.9885057471264367,3.9680984937243937,3.9732391937303246
286,409,8,3,3,3.9885057471264367,3.9760226361343687,4.0212292621291885
287,327,8,4,3,3.9885057471264367,3.9721024196077517,3.9863442988576576
288,254,8,5,3,3.9885057471264367,3.959503652319387,3.9566402657943507
289,311,8,4,3,3.9885057471264367,3.9736424282580805,3.977392353230561
290,458,8,4,3,3.9885057471264367,3.9731673588464327,4.004905847503627
291,24,8,5,3,3.9885057471264367,3.9614513044000046,3.9769820505291213
292,218,8,3,3,3.9885057471264367,3.961769213863559,4.010977418367964
293,167,8,5,3,3.9885057471264367,3.960130361368826,3.982656289599335
294,523,8,5,3,3.9885057471264367,3.97023495982242,4.019454842017603
295,561,8,3,3,3.9885057471264367,3.974859576566157,3.9957130706860147
296,541,8,5,3,3.9885057471264367,3.9667876664442403,3.9819540472351864
297,405,8,4,3,3.9885057471264367,3.9718806374826943,3.980873108996255
298,543,8,4,3,3.9885057471264367,3.971319335981469,3.9948453520816463
299,43,8,4,3,3.9885057471264367,3.9753207311196577,3.9992774494347416
300,407,8,5,3,3.9885057471264367,3.9675682711437545,3.975977795383405
301,748,8,4,3,3.9885057471264367,3.964400021241513,3.9949782159982505
302,148,8,4,3,3.9885057471264367,3.962641528604218,3.985206393516778
303,608,8,2,3,3.9885057471264367,3.971555890940867,4.00517395287139
304,92,8,5,3,3.9885057471264367,3.9717389254528133,3.9712558584666264
305,711,8,5,3,3.9885057471264367,3.9765667729006773,4.009726978399133
306,850,8,5,3,3.9885057471264367,3.9580475528604704,3.9621326839850752
307,601,8,3,3,3.9885057471264367,3.964101199049238,3.982309564218558
308,880,8,4,3,3.9885057471264367,3.970317982570934,3.9619439401284104
309,928,8,5,3,3.9885057471264367,3.961782241761734,3.9896373034850234
310,95,8,5,3,3.9885057471264367,3.9715847563530278,3.9806189602479365
311,536,8,5,3,3.9885057471264367,3.9700303369789753,3.991827558090242
312,670,8,4,3,3.9885057471264367,3.9598430888228386,3.9944818352590534
313,838,8,4,3,3.9885057471264367,3.9682528116928224,4.008568668755413
314,18,8,5,3,3.9885057471264367,3.9806783126686085,4.011112480390283
315,454,8,5,3,3.9885057471264367,3.9699056274491693,3.9975116015360137
316,778,8,1,3,3.9885057471264367,3.9554687288985653,3.942990320910521
317,883,8,4,3,3.9885057471264367,3.979295371539787,4.011325549225001
318,593,8,3,3,3.9885057471264367,3.96798082298372,3.9811548957705636
319,437,8,4,3,3.9885057471264367,3.9775120216902806,4.0126509756335675
320,660,8,2,3,3.9885057471264367,3.9645708568589937,3.979958883154526
321,875,8,3,3,3.9885057471264367,3.962706357099308,3.9782012285532047
322,243,8,5,3,3.9885057471264367,3.963437895339874,4.006788347046826
323,864,8,5,3,3.9885057471264367,3.9730673840686372,3.9731454176057603
324,239,9,5,3,3.8865546218487395,3.876388985819094,4.0000958426653215
325,74,9,4,3,3.8865546218487395,3.853798705110901,3.930218547203534
326,69,9,4,3,3.8865546218487395,3.8475027179681627,3.8377031269584316
327,11,9,5,3,3.8865546218487395,3.8682102797001385,3.954862830223714
328,50,9,4,3,3.8865546218487395,3.852478380120656,3.9799616500688946
329,14,9,4,3,3.8865546218487395,3.8640988879586,3.9395416994622017
330,256,9,4,3,3.8865546218487395,3.8547281733157575,3.7747307172048936
331,316,9,4,3,3.8865546218487395,3.862627281077899,4.026418507042967
332,363,9,3,3,3.8865546218487395,3.870836514970167,3.9170285148453017
333,115,9,5,3,3.8865546218487395,3.8608714915996405,3.925377251838828
334,216,9,4,3,3.8865546218487395,3.865715456038054,3.9360539569351993
335,123,9,5,3,3.8865546218487395,3.8596805765254536,3.9918006705623603
336,490,9,4,3,3.8865546218487395,3.846541718863981,3.8337190033479223
337,413,9,4,3,3.8865546218487395,3.8501594910244576,3.864522192577888
338,458,9,5,3,3.8865546218487395,3.87272203158632,3.956291723409262
339,576,9,3,3,3.8865546218487395,3.8470305682031616,3.8663967822785867
340,488,9,4,3,3.8865546218487395,3.861052161376204,3.907511875232944
341,185,9,4,3,3.8865546218487395,3.8581767424582143,3.93950037765209
342,274,9,5,3,3.8865546218487395,3.8376334744173506,3.7473102641083913
343,32,9,3,3,3.8865546218487395,3.8460917453145433,3.8320464499227644
344,449,9,4,3,3.8865546218487395,3.8616809267145484,3.9730523340308865
345,27,9,4,3,3.8865546218487395,3.842977128429416,3.7994393824768635
346,435,9,4,3,3.8865546218487395,3.869969229734063,3.877943279778449
347,605,9,4,3,3.8865546218487395,3.862424506994649,3.938418330656685
348,455,9,4,3,3.8865546218487395,3.8594341208698277,3.8857219313241256
349,113,9,3,3,3.8865546218487395,3.8500217526175335,3.841161243249194
350,444,9,5,3,3.8865546218487395,3.8464814483563785,3.8200678097170435
351,456,9,3,3,3.8865546218487395,3.8732619085498667,3.9626264482052798
352,207,9,4,3,3.8865546218487395,3.8671657785118723,3.9208676776535927
353,719,9,4,3,3.8865546218487395,3.8528803284416036,3.9143557752272553
354,754,9,4,3,3.8865546218487395,3.8419386147652936,3.765440266208206
355,658,9,4,3,3.8865546218487395,3.8572991535815224,3.9343472128922774
356,391,9,5,3,3.8865546218487395,3.8673392135459967,3.9396599029184807
357,68,9,4,3,3.8865546218487395,3.8367715367583655,3.7607891980916923
358,572,9,5,3,3.8865546218487395,3.8498285199545332,3.912184221847316
359,610,9,3,3,3.8865546218487395,3.857732037028176,3.9225467223459556
360,883,9,4,3,3.8865546218487395,3.8794891203797177,3.9699978205880075
361,786,9,5,3,3.8865546218487395,3.8603191350147075,3.9092821160945688
362,85,9,4,3,3.8865546218487395,3.883617954825265,3.9900703072450154
363,854,9,5,3,3.8865546218487395,3.8694964593256462,3.9308251626167077
364,867,9,5,3,3.8865546218487395,3.8606129245617504,3.9199631493512936
365,192,9,5,3,3.8865546218487395,3.8500788968916675,3.873688251000089
366,878,9,4,3,3.8865546218487395,3.8688225726802745,3.997143877279907
367,558,9,4,3,3.8865546218487395,3.857667580242412,4.04624631142498
368,813,9,3,3,3.8865546218487395,3.8485170645868125,3.7891933403090223
369,788,9,4,3,3.8865546218487395,3.866157703964276,3.894790279083264
370,825,9,3,3,3.8865546218487395,3.8440366648676743,3.7504866374280956
371,881,9,3,3,3.8865546218487395,3.8671910303964987,3.8963589570393653
372,504,9,4,3,3.8865546218487395,3.8669665454103126,3.885998945609315
373,851,9,4,3,3.8865546218487395,3.861150471242513,3.862944924412131
374,543,9,4,3,3.8865546218487395,3.8709613974832218,3.944623701824199
375,160,9,3,3,3.8865546218487395,3.8613702719739083,3.914453250500599
376,460,9,3,3,3.8865546218487395,3.8606269996024585,3.958462575617093
377,714,9,3,3,3.8865546218487395,3.828031114153228,3.68034313914698
378,935,9,1,3,3.8865546218487395,3.831400238385874,3.7086040263781546
379,13,9,3,3,3.8865546218487395,3.884621035534681,3.9384189430987395
380,932,9,5,3,3.8865546218487395,3.87757765815814,3.988963487133106
381,104,9,2,3,3.8865546218487395,3.8479393357571134,3.844530482371235
382,919,9,5,3,3.8865546218487395,3.864910352411787,3.897864722175882
383,943,9,3,3,3.8865546218487395,3.858534060460852,3.8746033225021153
384,266,9,4,3,3.8865546218487395,3.857014081811882,3.9784100555843582
385,59,10,4,3,3.842857142857143,3.844678333532824,3.8646423927067013
